id model_id x_soma y_soma z_soma rotation_angle_yaxis
0 471129934 33.6866044923 -439.614460186 189.451453839 5.67089173358
1 487664663 44.4582927953 -612.137694869 -46.9088640849 0.645451493099
2 471129934 57.5220958745 -453.585618804 206.28362895 1.1634461148
3 471129934 65.016928901 -472.538449995 -36.4859080023 5.2570152495
4 485574832 -336.344778736 -519.243177815 24.5342019947 2.06090833477
5 471767045 -185.716449959 -510.995622273 -157.097040224 3.56785318497
6 471767045 20.3785847958 -525.938808574 -203.204278719 4.98165930944
7 471767045 -349.378830835 -501.619408862 -40.6128440695 1.92857934808
8 471129934 -88.6846116343 -474.880345753 292.847382843 3.04192237212
9 471129934 111.542961552 -462.685235626 270.350823395 5.42992434017
10 487664663 206.7445932 -615.393790996 114.915972103 5.70243992273
11 486052980 -26.7372563709 -625.61533176 -367.473170143 1.58199110269
12 471129934 -154.683868933 -442.338274848 59.7765112108 1.44827259009
13 486052980 207.059134229 -639.365379498 318.740212203 5.69522227323
14 485880739 249.018126432 -598.163619767 -234.029058491 4.4279845907
15 471129934 -33.0581396176 -500.37804106 216.766439218 5.73274219242
16 485880739 -256.719317448 -591.567327561 153.493635517 2.80956730653
17 485880739 -76.0137458072 -561.588446475 255.165609088 2.36894441753
18 485574832 -211.98095013 -580.464265844 -222.319306291 6.27083570872
19 485880739 -208.821931049 -587.728082846 -114.52386351 3.05149419738
20 471129934 -257.340000464 -460.036057421 -186.79359649 2.13712441329
21 471129934 -34.0070937719 -460.690837614 341.015345921 1.37071695169
22 471129934 -83.7696400527 -448.234773394 378.26916514 5.34486757248
23 471767045 -3.62966073844 -576.810577877 160.966400664 3.83749067873
24 471767045 -93.9354783327 -540.971575261 177.241002121 1.19633222023
25 487664663 220.08324495 -647.822835078 280.673973528 1.52254919679
26 471129934 101.9302588 -485.899243333 173.879332765 4.04735634172
27 471767045 372.568177857 -542.145967321 -85.9114758872 2.85930724682
28 471767045 191.436652182 -545.567502536 -48.8620062894 2.77179946041
29 471129934 36.2250362527 -445.050837203 88.8965565525 1.02067925899
30 471129934 54.3056716632 -504.424990263 8.35879372379 6.11751440043
31 471129934 32.90959576 -451.957983669 112.106086472 1.4691785627
32 471129934 -106.142859794 -509.596040567 -325.585221639 2.28871791235
33 485574832 34.5475396789 -512.188907249 -184.154253365 2.21767917078
34 471129934 392.643457302 -439.217933854 56.9719676366 3.04119076099
35 487664663 -178.16691645 -607.191772836 -94.5680751709 5.61483457434
36 471767045 245.330361974 -513.741729575 2.53142702751 4.73081247913
37 471767045 -300.530889862 -538.733545485 -29.3091919286 4.22947586672
38 471129934 -178.949099875 -475.350407674 -215.746378801 2.36468306549
39 485880739 339.627605031 -556.743870805 -30.7604062556 0.641634826549
40 485574832 -17.7003748255 -541.596090398 309.316117841 4.09062909835
41 485835055 54.0366367775 -614.530460311 -157.838180351 3.43535106372
42 485574832 171.889569705 -563.117701003 -181.933992107 1.14047277525
43 485835055 337.14954232 -622.722100722 -177.835041786 3.77448655888
44 485574832 283.526443606 -576.324664358 3.94476161978 1.2686113404
45 485880739 -371.338034366 -582.479844812 72.0744445662 2.76142229344
46 485574832 375.372465788 -528.005747412 -43.9052165774 4.76083049717
47 485835055 -90.6553798129 -601.829933018 66.7877615963 0.151477405439
48 471767045 53.5237805242 -505.127441604 -126.439463922 3.37360548357
49 471129934 -378.083741418 -454.25533678 -113.605647191 3.63008008094
50 471129934 42.447849766 -481.037235847 -322.098859679 4.14735325277
51 486052980 -106.853461095 -630.496337431 10.1473162162 2.51316193444
52 485880739 274.353777349 -577.079559571 50.750223095 6.25225687829
53 486110216 30.3378399051 -646.530542722 18.3365391576 3.41577776323
54 471129934 133.990452396 -441.488750132 112.923886055 2.05192058304
55 485835055 -2.23524530581 -600.802469798 285.71178344 4.05574857374
56 487664663 342.158134112 -611.071119322 -76.6726336955 4.38650383667
57 471129934 -172.748888758 -453.494048182 -188.098617284 1.60618426747
58 487664663 107.955841262 -605.827143601 -242.499295409 3.23574460653
59 471129934 -338.297496159 -453.493054186 -149.133054849 6.10440908565
60 485880739 -96.2105429195 -576.68028721 -109.623062457 1.53632852572
61 471129934 136.44716942 -461.496971332 -332.943129687 5.48079116675
62 471129934 343.200949393 -446.756786406 -170.323566869 1.5553334667
63 486052980 194.801104442 -635.928208206 -119.160954642 1.7354643718
64 471129934 119.23097419 -453.516386691 -234.693557719 6.05116729689
65 471767045 174.000106784 -509.394881153 116.980461905 0.863872935443
66 471767045 -246.397643282 -565.308800514 293.88029505 5.53557116618
67 485880739 125.832346695 -573.32353793 28.549728669 2.94453180325
68 487664663 -337.156225808 -646.66603661 -101.081198939 5.73685814125
69 471767045 105.900386105 -572.621190436 -354.978254397 3.88113732697
70 485880739 160.000648733 -612.178991629 53.2605200995 3.47943701051
71 471129934 94.0923712463 -502.725630509 231.958283044 0.271512947906
72 485574832 -77.3299749642 -513.437731789 87.1846372455 3.5614333889
73 471129934 8.57454019387 -516.825882962 238.932085518 3.52560784092
74 486052980 45.1632601376 -647.352401498 -155.134660544 0.891188451417
75 485880739 -228.748653656 -588.951523688 306.285020805 5.92064757034
76 486052980 -231.879125313 -628.373198667 -276.303266474 2.92125159222
77 485574832 -222.847565709 -506.79916707 9.22546006716 1.76464865114
78 471129934 -180.026840622 -513.622014655 -104.189674956 0.924156158593
79 485574832 235.669218351 -582.984931157 -94.5102699377 0.575592489174
80 487664663 306.36253933 -623.318027903 -113.482405193 4.73169046648
81 471129934 186.40938075 -462.696187378 157.579865935 1.47083560902
82 485835055 62.4691039747 -638.295534676 -93.7400914387 1.53686214498
83 471129934 -64.745260838 -466.981395179 93.9583412662 3.45836148968
84 486052980 265.547412203 -644.980701393 195.04839905 3.63401739607
85 471129934 -276.285269789 -470.496388128 248.53042287 2.34721482416
86 471129934 -252.623593045 -528.637508952 -16.4592017073 6.03918102429
87 471129934 206.661033108 -514.208891078 -51.5374566638 5.14461566501
88 485880739 -91.8578584777 -601.377186775 95.9742732101 2.30195323581
89 486052980 363.958207615 -626.448480142 28.3436700202 4.00995823548
90 471767045 236.45760665 -528.42952866 -286.902333008 3.54306687148
91 485880739 289.92419107 -573.949286025 243.274159394 4.45435914847
92 485574832 -272.697571228 -567.546578839 37.3449524246 4.30609198393
93 485574832 120.8244812 -573.777790284 -166.344514707 6.08350105894
94 487664663 -92.6552102525 -592.107002201 -8.60460907799 0.902646927317
95 471767045 -359.176926818 -528.760059308 125.227547226 1.20375904727
96 485880739 96.4665265293 -590.268961725 -293.897032508 6.17206079405
97 471129934 88.1026558278 -495.240663204 11.3501337254 4.95958415896
98 486052980 -147.346090848 -608.309151608 -72.3203628334 4.61132844217
99 471129934 -290.421976496 -494.511140235 180.785109903 0.725552845591
100 471767045 262.197640958 -534.17215925 -24.5576135023 4.99804296054
101 485835055 52.3470020751 -623.439925517 -156.40741078 2.67382865428
102 485880739 367.576891029 -584.335397529 129.634347239 1.01313501607
103 485835055 115.002309204 -614.718608369 293.029674928 3.68451634149
104 471129934 -237.43880943 -466.415878548 73.1782665991 4.84314073825
105 471129934 -67.6327731804 -465.233837943 -222.036375352 2.83680136821
106 471767045 -77.8157878478 -545.599838638 137.330072216 3.52971979977
107 485835055 -155.919597087 -612.359572555 188.514940329 3.22780890621
108 487664663 240.760024419 -587.438113066 -129.476582766 5.75192465429
109 485835055 275.892065229 -623.255240714 -82.7349413276 2.61364753797
110 487664663 -275.937450154 -625.13663086 180.796425202 2.81162285337
111 486052980 316.676179535 -642.835658352 -234.451102298 5.68166619466
112 471129934 -39.1389959421 -439.306149816 70.9259993132 3.731199349
113 485880739 218.845671527 -600.687531604 125.262510819 2.48272595742
114 471767045 -362.13232518 -528.369486374 -61.3692299466 4.07413796826
115 471129934 -106.24056043 -496.138538514 -169.388107139 2.55586600011
116 487664663 238.998737128 -604.632002106 -190.282960703 5.90528710828
117 485574832 157.345228526 -552.417655882 -35.0073238884 1.95006175966
118 485835055 30.5507983656 -606.854546875 -242.65992066 2.85509412216
119 485835055 13.4052650901 -626.501043575 -234.21930692 3.67543182458
120 485574832 -32.3235778027 -558.900772798 -126.053281304 3.193551769
121 471129934 -66.8502790089 -435.527901557 -212.786036435 4.18273386643
122 471129934 34.690663081 -484.572495863 -317.305876384 4.55719341913
123 471129934 245.678791291 -486.825742743 -39.9417346546 5.96280251157
124 485574832 -215.900069388 -535.559229014 219.416162583 3.8270881614
125 471129934 270.120802848 -465.835811653 155.323838219 0.0301249244093
126 486052980 25.1410877741 -628.191094773 385.699358591 1.34776093336
127 471129934 33.3249319721 -509.41816773 183.992060181 2.65680546441
128 471767045 -240.685004602 -487.892839245 277.894285691 5.37605268854
129 485880739 134.033419178 -594.695664044 -336.586677839 0.481084408486
130 485574832 303.655237092 -567.679810302 120.437911677 2.70909684124
131 485880739 -224.581574326 -586.969786795 73.3712519161 0.266827539936
132 485880739 141.841902158 -584.368693332 -338.397128776 5.86832059185
133 471767045 -32.0263774645 -551.822034724 357.031669905 3.5676230949
134 471129934 279.459310395 -481.252437339 117.613675496 5.79374136332
135 485880739 19.6300543593 -593.117215549 395.530821729 0.794750273529
136 485574832 56.9728005072 -566.54570554 33.7276743312 4.89229894187
137 471129934 51.7380154525 -509.049025204 -136.202169733 4.22874898522
138 471129934 170.626013517 -446.754980192 311.526049848 3.69519270965
139 487664663 134.377206969 -635.802872538 375.798259616 5.98733290961
140 486052980 109.393004014 -645.86788043 -254.36050422 5.44583254956
141 471767045 103.037131998 -512.55808743 -258.884176838 4.44683731868
142 471129934 -314.1384727 -448.880784501 -197.629090755 3.5909245903
143 471129934 213.677027171 -514.553380449 -126.850130578 1.60921231077
144 471767045 213.604420398 -560.254497681 84.2951857195 0.92001337577
145 471129934 251.56348421 -483.817190631 -56.236676665 0.487602435623
146 471129934 -233.198601696 -452.645204639 -111.485324496 0.968167607349
147 471129934 -110.762215735 -430.188053755 323.389860475 3.33240985517
148 471129934 133.069056011 -461.841935143 -258.324151375 0.496715210861
149 471767045 -179.2087637 -544.803222478 -280.115589793 3.82639392808
150 471767045 340.701885792 -527.343897027 -28.9657584943 4.49652989447
151 471129934 101.393580522 -458.778504526 81.220628524 0.419275762
152 485880739 -171.16196573 -544.602524508 -95.3875692842 3.26931067648
153 471129934 -230.215998018 -478.28207923 39.6901674199 5.41820194432
154 471767045 -223.947145806 -579.76040709 -317.671061371 0.604016973559
155 471129934 11.6605684564 -524.318434452 227.764474991 2.9453924416
156 471767045 322.221216257 -533.358688044 63.8413945778 4.2544894472
157 471129934 -315.228787621 -480.406460132 -89.9359562063 1.92462522417
158 487664663 -217.702942808 -609.308605482 247.843881392 2.60874873428
159 471129934 250.014202783 -438.614793159 -200.729515163 0.326526183553
160 485574832 -165.695413831 -545.140190836 43.2703347629 5.91923750303
161 471129934 -336.974174762 -444.174415487 188.981423042 6.09244358409
162 471767045 -240.301877627 -520.265620791 -265.443954472 4.29351837942
163 471129934 -380.438512528 -495.585452187 -65.6063358632 2.17383163842
164 471767045 282.91581537 -533.845643785 -70.3499982309 0.297395475968
165 471129934 64.4167233513 -466.226711957 -257.525574051 4.34862044157
166 471767045 -294.792947585 -510.410545941 6.12158562143 0.058922749195
167 471129934 49.9872925952 -498.941668934 200.648603755 1.63842221034
168 471129934 -240.508480697 -454.486958595 -184.110804638 5.86377955557
169 485835055 -1.34593970619 -598.020669171 -150.406422657 0.539837957389
170 471129934 6.83849884959 -519.716855861 -185.525184719 2.50878999624
171 471767045 133.539066288 -539.490429437 -5.4534953611 6.25144098172
172 485574832 65.4094812084 -558.843614881 326.133698935 2.6056940965
173 471129934 -101.33346268 -494.034057923 51.1218786829 4.45300533501
174 486052980 -100.607442467 -610.024825459 52.1814556151 2.64582413304
175 486052980 -165.70423006 -636.504548605 360.056297501 2.26535974911
176 471767045 -155.359618898 -476.269510116 175.479338203 2.44394655484
177 485835055 -393.416684771 -615.46276022 54.8789470722 0.136608812181
178 487664663 -285.779059985 -630.734426681 -77.3903537439 0.376623144394
179 471129934 -37.3052985439 -452.368102386 388.646894491 1.38848243238
180 471129934 225.299437529 -494.17680363 253.501794883 3.45045443174
181 485880739 -125.848614915 -579.033658912 372.253033865 3.66747875556
182 486052980 218.647548179 -620.879337988 252.706110344 5.05358893335
183 471129934 -96.4690647299 -462.912229197 212.94069787 3.94313196549
184 486110216 -149.257847632 -649.984501265 -313.006633632 0.598252177771
185 471129934 -263.537075986 -438.682366903 -194.884889319 5.52741966594
186 485574832 160.414972858 -542.307778196 -2.7967827454 1.4687497868
187 485574832 -365.880671823 -519.163563088 -147.300119046 1.01743675067
188 471129934 -288.065644244 -456.742034731 -91.0558111774 5.76925254188
189 487664663 -157.385819844 -648.177564166 -196.06946398 3.98194899376
190 487664663 -49.0748850718 -638.325788892 -334.116733872 0.218950587097
191 471129934 -119.11825258 -513.858366801 -106.103920012 2.22612305825
192 471129934 -325.700314906 -485.921030442 -202.415434327 5.91073717671
193 471767045 -188.628402443 -483.637656407 -146.323375401 2.25666612862
194 471129934 -141.713239544 -482.4276001 183.205012984 4.17558779568
195 471767045 58.6035912862 -549.707861741 -337.25967477 0.422057919553
196 471129934 -133.334784819 -450.122971388 -102.893800325 5.62878416675
197 471767045 -43.899846611 -528.29192369 112.463417872 0.173846728261
198 471129934 3.66280460978 -521.787133635 133.395931658 1.23837463153
199 486052980 65.824590609 -638.130573079 31.616653773 4.8463844986
200 486052980 -210.204498442 -639.618625491 298.177175581 1.86942268803
201 471767045 330.585094856 -545.592656347 26.7452098121 2.24599503332
202 486110216 160.99921411 -636.883831725 274.757640019 4.29941415662
203 471767045 250.910414089 -537.888008066 100.011315924 1.66366064483
204 471129934 -23.5798882632 -440.756967321 131.89486437 2.73497776635
205 471129934 -99.1362772871 -488.494720111 139.500779338 1.07116165275
206 471129934 -307.629117681 -482.468551545 -198.557781604 0.295903558449
207 471129934 28.1189446771 -448.782912144 -177.441285098 2.07968786572
208 471129934 -155.387750171 -495.087785366 -154.909046137 5.69537128644
